"","gender","education level","province","marital status","experience of finance","The level of risk reverse","finance problem 1","finance problem 2","The condition of the answer of financial problems","real estate","fund","stock","bond","internet planning","financial planning","derivative","gold","no RMB asset","pension insurance","medical issurance","business issurance","educational investment"
"1329","femal","primary","江苏省","widowed","No","Risk Reverse","No","Yes","one","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
"1330","femal","primary","江苏省","married","No","Little Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No"
"1331","male","primary","江苏省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1332","male","primary","江苏省","divorce","No","Little Risk Reverse","No","Yes","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1333","male","primary","江苏省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1334","male","primary","江苏省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1335","femal","none","江苏省","married","No","Risk Reverse","Yes","No","one","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"1336","femal","senior high","江苏省","married","Yes","Risk Neutral","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No"
"1337","male","junior high","江苏省","divorce","No","Else","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1338","male","junior high","江苏省","married","No","Risk Neutral","No","Yes","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1339","male","junior high","江苏省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1340","male","junior high","江苏省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1341","femal","senior high","江苏省","married","Yes","Little Risk Reverse","Yes","Yes","two","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","No"
"1342","femal","college","江苏省","married","Yes","Risk Neutral","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1343","male","primary","江苏省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1344","femal","primary","江苏省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1345","male","college","江苏省","married","No","Little Risk Preference","Yes","Yes","two","No","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1346","male","senior high","江苏省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1347","femal","primary","江苏省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1348","femal","junior high","江苏省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"1349","male","primary","江苏省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1350","femal","junior high","江苏省","married","No","Little Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No"
"1351","femal","junior high","江苏省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1352","male","undergraduate","江苏省","married","No","Else","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1353","femal","primary","江苏省","married","No","Risk Reverse","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1354","femal","junior high","江苏省","married","No","Little Risk Reverse","Yes","Yes","two","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No"
"1355","male","primary","江苏省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1356","male","senior high","江苏省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1357","male","primary","江苏省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"1358","femal","junior high","江苏省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1359","male","primary","江苏省","married","Yes","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1360","male","senior high","江苏省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1361","male","primary","江苏省","married","No","Risk Reverse","No","Yes","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1362","femal","primary","江苏省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"1363","femal","junior high","江苏省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1364","male","junior high","江苏省","married","Yes","Risk Neutral","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1365","male","junior high","江苏省","married","No","Little Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
"1366","male","junior high","江苏省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1367","male","college","江苏省","married","No","Risk Neutral","Yes","Yes","two","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No"
"1368","male","primary","江苏省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1369","femal","senior high","江苏省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1370","male","junior high","江苏省","married","No","Risk Reverse","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1371","male","junior high","江苏省","married","No","Little Risk Reverse","Yes","No","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1372","femal","college","江苏省","married","No","Risk Neutral","No","Yes","one","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No"
"1373","femal","college","江苏省","married","No","Else","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1374","femal","junior high","江苏省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1375","male","undergraduate","江苏省","married","Yes","Risk Neutral","Yes","Yes","two","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"1376","femal","junior high","江苏省","married","No","Little Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1377","male","undergraduate","江苏省","married","No","Risk Neutral","No","No","none","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No"
"1378","femal","primary","江苏省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1379","femal","junior high","江苏省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1380","femal","undergraduate","江苏省","married","No","Little Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1381","male","undergraduate","江苏省","married","Yes","Risk Neutral","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1382","male","senior high","江苏省","unmarried","No","Risk Neutral","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1383","femal","none","江苏省","married","No","Risk Reverse","No","Yes","one","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
"1384","male","senior high","江苏省","married","No","Risk Reverse","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1385","male","special school","江苏省","married","No","Risk Neutral","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1386","male","junior high","江苏省","married","No","Risk Reverse","Yes","No","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1387","femal","senior high","江苏省",NA,"No","Little Risk Preference","Yes","Yes","two","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes"
"1388","femal","senior high","江苏省","married","No","Else","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1389","male","junior high","江苏省","married","Yes","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1390","male","primary","江苏省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1391","femal","primary","江苏省","married","No","Little Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1392","male","junior high","江苏省","married","No","Risk Reverse","No","Yes","one","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
"1393","femal","primary","江苏省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1394","male","junior high","江苏省","widowed","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"1395","femal","primary","江苏省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
"1396","male","senior high","江苏省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1397","male","junior high","江苏省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1398","male","primary","江苏省","cohabitation","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"1399","male","primary","江苏省","unmarried","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1400","male","junior high","江苏省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1401","male","junior high","江苏省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1402","male","junior high","江苏省","married","No","Else","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1403","male","college","江苏省","married","No","Risk Neutral","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1404","male","primary","江苏省","married","No","Else","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1405","male","junior high","江苏省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1406","male","junior high","江苏省","married","No","Else","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1407","male","junior high","江苏省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1408","male","senior high","江苏省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1409","male","junior high","江苏省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No"
"1410","femal","senior high","江苏省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1411","male","junior high","江苏省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1412","male","none","江苏省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1413","femal","junior high","江苏省","married","No","Risk Reverse","No","Yes","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
